Avondale,33.4355556,-112.3488889
Buckeye,33.3702778,-112.5830556
Bullhead City,35.1477778,-114.5675000
Camp Verde,34.5636111,-111.8536111
Casa Grande,32.8794444,-111.7566667
Casas Adobes,32.3233333,-110.9944444
Catalina Foothills,32.2977778,-110.9180556
Chandler,33.3061111,-111.8405556
Chino Valley,34.7575000,-112.4530556
Coolidge,32.9777778,-111.5169444
Cottonwood,34.7391667,-112.0091667
Douglas,31.3444444,-109.5447222
Drexel Heights,32.1411111,-111.0277778
El Mirage,33.6130556,-112.3238889
Eloy,32.7558333,-111.5541667
Flagstaff,35.1980556,-111.6505556
Florence,33.0313889,-111.3866667
Flowing Wells,32.2938889,-111.0091667
Fortuna Foothills,32.6577778,-114.4111111
Fountain Hills,33.6116667,-111.7166667
Gilbert,33.3527778,-111.7883333
Glendale,33.5386111,-112.1852778
Goodyear,33.4352778,-112.3575000
Green Valley,31.8541667,-110.9930556
Kingman,35.1894444,-114.0522222
Lake Havasu City,34.4838889,-114.3216667
Marana,32.4366667,-111.2247222
Mesa,33.4222222,-111.8219444
Nogales,31.3402778,-110.9336111
Oro Valley,32.3908333,-110.9658333
Paradise Valley,33.5311111,-111.9419444
Payson,34.2308333,-111.3244444
Peoria,33.5805556,-112.2366667
Phoenix,33.4483333,-112.0733333
Prescott,34.5400000,-112.4677778
Prescott Valley,34.6100000,-112.3150000
Safford,32.8338889,-109.7069444
San Luis,32.4869444,-114.7813889
Scottsdale,33.5091667,-111.8983333
Sedona,34.8697222,-111.7602778
Show Low,34.2541667,-110.0291667
Sierra Vista,31.5544444,-110.3030556
Somerton,32.5963889,-114.7088889
Sun City,33.5975000,-112.2711111
Sun City West,33.6619444,-112.3405556
Surprise,33.6305556,-112.3325000
Tempe,33.4147222,-111.9086111
Tucson,32.2216667,-110.9258333
Winslow,35.0241667,-110.6966667
Yuma,32.7252778,-114.6236111
Arkadelphia,34.1208333,-93.0536111
Batesville,35.7697222,-91.6408333
Bella Vista,36.4813889,-94.2730556
Benton,34.5644444,-92.5866667
Bentonville,36.3727778,-94.2086111
Blytheville,35.9272222,-89.9188889
Bryant,34.5958333,-92.4888889
Cabot,34.9744444,-92.0163889
Camden,33.5844444,-92.8341667
Conway,35.0886111,-92.4419444
El Dorado,33.2075000,-92.6661111
Fayetteville,36.0625000,-94.1572222
Forrest City,35.0080556,-90.7897222
Fort Smith,35.3858333,-94.3983333
Harrison,36.2297222,-93.1075000
Hope,33.6669444,-93.5913889
Hot Springs,34.5036111,-93.0550000
Jacksonville,34.8661111,-92.1100000
Jonesboro,35.8422222,-90.7041667
Little Rock,34.7463889,-92.2894444
Magnolia,33.2669444,-93.2391667
Malvern,34.3622222,-92.8127778
Marion,35.2144444,-90.1963889
Maumelle,34.8666667,-92.4041667
Monticello,33.6288889,-91.7908333
Mountain Home,36.3352778,-92.3850000
North Little Rock,34.7694444,-92.2669444
Paragould,36.0583333,-90.4972222
Pine Bluff,34.2283333,-92.0030556
Rogers,36.3319444,-94.1183333
Russellville,35.2783333,-93.1336111
Searcy,35.2505556,-91.7361111
Sherwood,34.8150000,-92.2241667
Siloam Springs,36.1880556,-94.5402778
Springdale,36.1866667,-94.1286111
Stuttgart,34.5002778,-91.5525000
Texarkana,33.4416667,-94.0375000
Van Buren,35.4366667,-94.3480556
West Helena,34.5505556,-90.6416667
West Memphis,35.1463889,-90.1844444
Adelanto,34.5827778,-117.4083333
Agoura Hills,34.1363889,-118.7736111
Alameda,37.7652778,-122.2405556
Alamo,37.8502778,-122.0311111
Albany,37.8869444,-122.2966667
Alhambra,34.0952778,-118.1261111
Aliso Viejo,33.6083333,-117.7444444
Alondra Park,33.8894444,-118.3300000
Alpine,32.8350000,-116.7655556
Altadena,34.1897222,-118.1302778
American Canyon,38.1750000,-122.2597222
Anaheim,33.8352778,-117.9136111
Anderson,40.4483333,-122.2966667
Antioch,38.0050000,-121.8047222
Apple Valley,34.5008333,-117.1850000
Aptos,36.9772222,-121.8983333
Arcadia,34.1397222,-118.0344444
Arcata,40.8666667,-124.0816667
Arroyo Grande,35.1186111,-120.5897222
Artesia,33.8658333,-118.0822222
Arvin,35.2091667,-118.8275000
Ashland,37.6947222,-122.1127778
Atascadero,35.4894444,-120.6697222
Atwater,37.3477778,-120.6080556
Auburn,38.8966667,-121.0758333
Avenal,36.0041667,-120.1280556
Avocado Heights,34.0361111,-117.9902778
Azusa,34.1336111,-117.9066667
Bakersfield,35.3733333,-119.0177778
Baldwin Park,34.0852778,-117.9600000
Banning,33.9255556,-116.8755556
Barstow,34.8986111,-117.0219444
Bay Point,38.0291667,-121.9605556
Beaumont,33.9294444,-116.9763889
Bell,33.9775000,-118.1861111
Bell Gardens,33.9652778,-118.1505556
Bellflower,33.8816667,-118.1161111
Belmont,37.5202778,-122.2747222
Benicia,38.0494444,-122.1575000
Berkeley,37.8716667,-122.2716667
Beverly Hills,34.0736111,-118.3994444
Bloomington,34.0702778,-117.3950000
Blythe,33.6102778,-114.5955556
Bonita,32.6577778,-117.0291667
Bostonia,32.8075000,-116.9355556
Brawley,32.9786111,-115.5294444
Brea,33.9166667,-117.8991667
Brentwood,37.9319444,-121.6947222
Buena Park,33.8675000,-117.9972222
Burbank,34.1808333,-118.3080556
Burlingame,37.5841667,-122.3650000
Calabasas,34.1577778,-118.6375000
Calexico,32.6788889,-115.4980556
California City,35.1258333,-117.9850000
Camarillo,34.2163889,-119.0366667
Cameron Park,38.6688889,-120.9861111
Campbell,37.2872222,-121.9488889
Canyon Lake,33.6850000,-117.2722222
Capitola,36.9752778,-121.9522222
Carlsbad,33.1580556,-117.3497222
Carmichael,38.6172222,-121.3272222
Carpinteria,34.3988889,-119.5175000
Carson,33.8313889,-118.2811111
Castro Valley,37.6941667,-122.0852778
Cathedral City,33.7797222,-116.4644444
Ceres,37.5950000,-120.9566667
Cerritos,33.8583333,-118.0638889
Charter Oak,34.1030556,-117.8450000
Cherryland,37.6794444,-122.1022222
Chico,39.7286111,-121.8363889
Chino,34.0122222,-117.6880556
Chino Hills,33.8936111,-117.7263889
Chowchilla,37.1230556,-120.2591667
Chula Vista,32.6400000,-117.0833333
Citrus,34.1150000,-117.8908333
Citrus Heights,38.7072222,-121.2800000
Claremont,34.0966667,-117.7188889
Clayton,37.9411111,-121.9347222
Clearlake,38.9583333,-122.6252778
Clovis,36.8252778,-119.7019444
Coachella,33.6802778,-116.1730556
Coalinga,36.1397222,-120.3591667
Colton,34.0738889,-117.3127778
Commerce,34.0005556,-118.1588889
Compton,33.8958333,-118.2191667
Concord,37.9780556,-122.0300000
Corcoran,36.0980556,-119.5594444
Corona,33.8752778,-117.5655556
Coronado,32.6858333,-117.1822222
Corte Madera,37.9255556,-122.5263889
Costa Mesa,33.6411111,-117.9177778
Country Club,37.9688889,-121.3397222
Covina,34.0900000,-117.8894444
Crestline,34.2419444,-117.2847222
Cudahy,33.9605556,-118.1844444
Culver City,34.0211111,-118.3955556
Cupertino,37.3230556,-122.0311111
Cypress,33.8169444,-118.0363889
Daly City,37.7058333,-122.4608333
Dana Point,33.4669444,-117.6972222
Danville,37.8216667,-121.9988889
Davis,38.5450000,-121.7394444
Delano,35.7688889,-119.2461111
Desert Hot Springs,33.9611111,-116.5008333
Diamond Bar,34.0286111,-117.8094444
Dinuba,36.5433333,-119.3861111
Dixon,38.4455556,-121.8222222
Downey,33.9400000,-118.1316667
Duarte,34.1394444,-117.9763889
Dublin,37.7022222,-121.9347222
East Foothills,37.3811111,-121.8163889
East Hemet,33.7400000,-116.9380556
East La Mirada,33.9244444,-117.9880556
East Los Angeles,34.0238889,-118.1711111
East Palo Alto,37.4688889,-122.1400000
El Cajon,32.7947222,-116.9616667
El Centro,32.7919444,-115.5622222
El Cerrito,37.9158333,-122.3105556
El Monte,34.0686111,-118.0266667
El Segundo,33.9191667,-118.4155556
El Sobrante,37.9772222,-122.2941667
Elk Grove,38.4088889,-121.3705556
Encinitas,33.0369444,-117.2911111
Escondido,33.1191667,-117.0855556
Eureka,40.8022222,-124.1625000
Exeter,36.2961111,-119.1411111
Fair Oaks,38.6447222,-121.2711111
Fairfield,38.2494444,-122.0388889
Fairview,37.6786111,-122.0447222
Fallbrook,33.3763889,-117.2502778
Farmersville,36.2977778,-119.2058333
Fillmore,34.3991667,-118.9172222
Florin,38.4961111,-121.4077778
Folsom,38.6780556,-121.1750000
Fontana,34.0922222,-117.4341667
Foothill Farms,38.6763889,-121.3352778
Fortuna,40.5983333,-124.1561111
Foster City,37.5586111,-122.2700000
Fountain Valley,33.7091667,-117.9527778
Fremont,37.5483333,-121.9875000
Fresno,36.7477778,-119.7713889
Fullerton,33.8702778,-117.9244444
Galt,38.2547222,-121.2988889
Garden Acres,37.9638889,-121.2283333
Garden Grove,33.7738889,-117.9405556
Gardena,33.8883333,-118.3080556
Gilroy,37.0058333,-121.5672222
Glen Avon,34.0116667,-117.4838889
Glendale,34.1425000,-118.2541667
Glendora,34.1361111,-117.8644444
Goleta,34.4358333,-119.8266667
Gonzales,36.5066667,-121.4433333
Grand Terrace,34.0338889,-117.3127778
Grass Valley,39.2191667,-121.0600000
Greenfield,36.3208333,-121.2427778
Grover Beach,35.1216667,-120.6202778
Hacienda Heights,33.9930556,-117.9677778
Half Moon Bay,37.4636111,-122.4275000
Hanford,36.3275000,-119.6447222
Hawaiian Gardens,33.8313889,-118.0719444
Hawthorne,33.9163889,-118.3516667
Hayward,37.6688889,-122.0797222
Healdsburg,38.6105556,-122.8680556
Hemet,33.7475000,-116.9711111
Hercules,38.0172222,-122.2875000
Hermosa Beach,33.8622222,-118.3986111
Hesperia,34.4263889,-117.3000000
Highland,34.1283333,-117.2077778
Hillsborough,37.5741667,-122.3783333
Hollister,36.8525000,-121.4005556
Huntington Beach,33.6602778,-117.9983333
Huntington Park,33.9816667,-118.2241667
Imperial,32.8475000,-115.5686111
Imperial Beach,32.5838889,-117.1122222
Indio,33.7205556,-116.2147222
Inglewood,33.9616667,-118.3522222
Irvine,33.6694444,-117.8222222
Isla Vista,34.4133333,-119.8600000
Kerman,36.7236111,-120.0588889
King City,36.2127778,-121.1250000
Kingsburg,36.5138889,-119.5530556
La Canada Flintridge,34.1991667,-118.1869444
La Habra,33.9319444,-117.9452778
La Mesa,32.7677778,-117.0222222
La Mirada,33.9172222,-118.0111111
La Palma,33.8463889,-118.0458333
La Presa,32.7080556,-116.9963889
La Puente,34.0200000,-117.9486111
La Quinta,33.6633333,-116.3091667
La Riviera,38.5669444,-121.3558333
La Verne,34.1008333,-117.7669444
Lafayette,37.8858333,-122.1169444
Laguna Beach,33.5422222,-117.7822222
Laguna Hills,33.6125000,-117.7119444
Laguna Niguel,33.5225000,-117.7066667
Laguna Woods,33.6102778,-117.7244444
Lake Elsinore,33.6680556,-117.3263889
Lake Forest,33.6469444,-117.6883333
Lakeside,32.8572222,-116.9213889
Lakewood,33.8536111,-118.1330556
Lamont,35.2597222,-118.9133333
Lancaster,34.6980556,-118.1358333
Larkspur,37.9341667,-122.5341667
Lathrop,37.8227778,-121.2755556
Lawndale,33.8872222,-118.3516667
Lemon Grove,32.7425000,-117.0305556
Lemoore,36.3008333,-119.7819444
Lennox,33.9380556,-118.3516667
Lincoln,38.8916667,-121.2919444
Linda,39.1277778,-121.5497222
Lindsay,36.2030556,-119.0872222
Livermore,37.6819444,-121.7669444
Livingston,37.3869444,-120.7225000
Lodi,38.1302778,-121.2713889
Loma Linda,34.0483333,-117.2602778
Lomita,33.7922222,-118.3141667
Lompoc,34.6391667,-120.4569444
Long Beach,33.7669444,-118.1883333
Los Alamitos,33.8030556,-118.0716667
Los Altos,37.3852778,-122.1130556
Los Altos Hills,37.3797222,-122.1363889
Los Angeles,34.0522222,-118.2427778
Los Banos,37.0583333,-120.8488889
Los Gatos,37.2266667,-121.9736111
Lynwood,33.9302778,-118.2105556
Madera,36.9613889,-120.0597222
Magalia,39.8122222,-121.5772222
Malibu,34.0050000,-118.8091667
Manhattan Beach,33.8847222,-118.4100000
Manteca,37.7975000,-121.2150000
Marina,36.6844444,-121.8011111
Martinez,38.0194444,-122.1330556
Marysville,39.1458333,-121.5902778
Maywood,33.9866667,-118.1844444
Mendota,36.7536111,-120.3805556
Menlo Park,37.4538889,-122.1811111
Merced,37.3022222,-120.4819444
Mill Valley,37.9061111,-122.5438889
Millbrae,37.5986111,-122.3861111
Milpitas,37.4283333,-121.9055556
Mira Loma,33.9925000,-117.5155556
Mission Viejo,33.6000000,-117.6711111
Modesto,37.6391667,-120.9958333
Monrovia,34.1480556,-117.9980556
Montclair,34.0775000,-117.6888889
Montebello,34.0094444,-118.1044444
Monterey,36.6002778,-121.8936111
Monterey Park,34.0625000,-118.1219444
Moorpark,34.2855556,-118.8811111
Moraga,37.8350000,-122.1286111
Moreno Valley,33.9375000,-117.2297222
Morgan Hill,37.1305556,-121.6533333
Morro Bay,35.3658333,-120.8488889
Mountain View,37.3861111,-122.0827778
Murrieta,33.5538889,-117.2130556
Napa,38.2972222,-122.2844444
National City,32.6780556,-117.0983333
Newark,37.5297222,-122.0391667
Newport Beach,33.6188889,-117.9280556
Norco,33.9311111,-117.5477778
North Auburn,38.9313889,-121.0808333
North Highlands,38.6858333,-121.3711111
Norwalk,33.9022222,-118.0808333
Novato,38.1075000,-122.5686111
Oakdale,37.7666667,-120.8461111
Oakland,37.8044444,-122.2697222
Oakley,37.9975000,-121.7113889
Oceanside,33.1958333,-117.3786111
Oildale,35.4197222,-119.0186111
Olivehurst,39.0955556,-121.5511111
Ontario,34.0633333,-117.6500000
Orange,33.7877778,-117.8522222
Orange Cove,36.6244444,-119.3127778
Orangevale,38.6786111,-121.2247222
Orinda,37.8772222,-122.1786111
Oroville,39.5138889,-121.5552778
Oxnard,34.1975000,-119.1761111
Pacific Grove,36.6177778,-121.9155556
Pacifica,37.6138889,-122.4858333
Palm Desert,33.7222222,-116.3736111
Palm Springs,33.8302778,-116.5444444
Palmdale,34.5794444,-118.1155556
Palo Alto,37.4419444,-122.1419444
Palos Verdes Estates,33.8005556,-118.3891667
Paradise,39.7597222,-121.6208333
Paramount,33.8894444,-118.1588889
Parlier,36.6116667,-119.5261111
Pasadena,34.1477778,-118.1436111
Patterson,37.4716667,-121.1286111
Pedley,33.9752778,-117.4750000
Perris,33.7825000,-117.2277778
Petaluma,38.2325000,-122.6355556
Pico Rivera,33.9830556,-118.0958333
Piedmont,37.8244444,-122.2305556
Pinole,38.0044444,-122.2977778
Pismo Beach,35.1427778,-120.6402778
Pittsburg,38.0280556,-121.8836111
Placentia,33.8722222,-117.8694444
Placerville,38.7297222,-120.7975000
Pleasant Hill,37.9480556,-122.0597222
Pleasanton,37.6625000,-121.8736111
Pomona,34.0552778,-117.7513889
Port Hueneme,34.1477778,-119.1941667
Porterville,36.0652778,-119.0158333
Poway,32.9627778,-117.0350000
Quartz Hill,34.6452778,-118.2172222
Ramona,33.0416667,-116.8672222
Rancho Cordova,38.5891667,-121.3016667
Rancho Cucamonga,34.1063889,-117.5922222
Rancho Mirage,33.7397222,-116.4119444
Rancho Palos Verdes,33.7444444,-118.3861111
Rancho San Diego,32.7472222,-116.9344444
Rancho Santa Margarita,33.6408333,-117.6022222
Red Bluff,40.1786111,-122.2347222
Redding,40.5866667,-122.3905556
Redlands,34.0555556,-117.1816667
Redondo Beach,33.8491667,-118.3875000
Redwood City,37.4852778,-122.2352778
Reedley,36.5963889,-119.4494444
Rialto,34.1063889,-117.3694444
Richmond,37.9358333,-122.3466667
Ridgecrest,35.6225000,-117.6700000
Rio Linda,38.6911111,-121.4475000
Ripon,37.7416667,-121.1233333
Riverbank,37.7361111,-120.9344444
Riverside,33.9533333,-117.3952778
Rocklin,38.7908333,-121.2347222
Rohnert Park,38.3397222,-122.7000000
Roseland,38.4222222,-122.7269444
Rosemead,34.0805556,-118.0719444
Rosemont,38.5519444,-121.3636111
Roseville,38.7522222,-121.2869444
Rossmoor,33.7855556,-118.0841667
Rowland Heights,33.9761111,-117.9044444
Rubidoux,33.9961111,-117.4047222
Sacramento,38.5816667,-121.4933333
Salinas,36.6777778,-121.6544444
San Anselmo,37.9747222,-122.5605556
San Bernardino,34.1083333,-117.2888889
San Bruno,37.6305556,-122.4100000
San Carlos,37.5072222,-122.2594444
San Clemente,33.4269444,-117.6111111
San Diego,32.7152778,-117.1563889
San Dimas,34.1066667,-117.8058333
San Fernando,34.2819444,-118.4380556
San Francisco,37.7750000,-122.4183333
San Gabriel,34.0961111,-118.1050000
San Jacinto,33.7838889,-116.9577778
San Jose,37.3394444,-121.8938889
San Juan Capistrano,33.5016667,-117.6616667
San Leandro,37.7250000,-122.1550000
San Lorenzo,37.6811111,-122.1233333
San Luis Obispo,35.2827778,-120.6586111
San Marcos,33.1433333,-117.1652778
San Marino,34.1213889,-118.1055556
San Mateo,37.5630556,-122.3244444
San Pablo,37.9622222,-122.3444444
San Rafael,37.9736111,-122.5300000
San Ramon,37.7800000,-121.9769444
Sanger,36.7080556,-119.5550000
Santa Ana,33.7455556,-117.8669444
Santa Barbara,34.4208333,-119.6972222
Santa Clara,37.3541667,-121.9541667
Santa Clarita,34.3916667,-118.5416667
Santa Cruz,36.9741667,-122.0297222
Santa Fe Springs,33.9472222,-118.0844444
Santa Maria,34.9530556,-120.4347222
Santa Monica,34.0194444,-118.4902778
Santa Paula,34.3541667,-119.0583333
Santa Rosa,38.4405556,-122.7133333
Santee,32.8383333,-116.9730556
Saratoga,37.2638889,-122.0219444
Scotts Valley,37.0511111,-122.0136111
Seal Beach,33.7413889,-118.1038889
Seaside,36.6111111,-121.8505556
Selma,36.5708333,-119.6111111
Shafter,35.5005556,-119.2708333
Shasta Lake,40.6805556,-122.3697222
Sierra Madre,34.1616667,-118.0519444
Signal Hill,33.8044444,-118.1669444
Simi Valley,34.2694444,-118.7805556
Solana Beach,32.9911111,-117.2702778
Soledad,36.4247222,-121.3252778
Sonoma,38.2919444,-122.4569444
Soquel,36.9880556,-121.9555556
South El Monte,34.0519444,-118.0458333
South Gate,33.9547222,-118.2111111
South Lake Tahoe,38.9333333,-119.9833333
South Pasadena,34.1161111,-118.1494444
South San Francisco,37.6547222,-122.4066667
South San Jose Hills,34.0127778,-117.9038889
South Whittier,33.9608333,-118.0408333
South Yuba City,39.1166667,-121.6380556
Spring Valley,32.7447222,-116.9980556
Stanford,37.4241667,-122.1650000
Stanton,33.8025000,-117.9922222
Stockton,37.9577778,-121.2897222
Suisun City,38.2383333,-122.0391667
Sun City,33.7091667,-117.1963889
Sunnyvale,37.3688889,-122.0352778
Susanville,40.4163889,-120.6519444
Taft,35.1425000,-119.4555556
Tehachapi,35.1322222,-118.4480556
Temecula,33.4936111,-117.1475000
Temple City,34.1072222,-118.0569444
Thousand Oaks,34.1705556,-118.8366667
Tiburon,37.8736111,-122.4555556
Torrance,33.8358333,-118.3397222
Tracy,37.7397222,-121.4241667
Truckee,39.3280556,-120.1822222
Tulare,36.2077778,-119.3463889
Turlock,37.4947222,-120.8455556
Tustin,33.7458333,-117.8252778
Tustin Foothills,33.7644444,-117.7930556
Twentynine Palms,34.1355556,-116.0533333
Ukiah,39.1502778,-123.2066667
Union City,37.5958333,-122.0180556
Upland,34.0975000,-117.6475000
Vacaville,38.3566667,-121.9866667
Valinda,34.0452778,-117.9427778
Vallejo,38.1041667,-122.2555556
Victorville,34.5361111,-117.2902778
Visalia,36.3302778,-119.2911111
Vista,33.2000000,-117.2416667
Walnut,34.0202778,-117.8644444
Walnut Creek,37.9063889,-122.0638889
Walnut Park,33.9680556,-118.2241667
Wasco,35.5941667,-119.3400000
Watsonville,36.9102778,-121.7558333
West Athens,33.9233333,-118.3025000
West Carson,33.8216667,-118.2916667
West Covina,34.0686111,-117.9380556
West Hollywood,34.0900000,-118.3608333
West Puente Valley,34.0516667,-117.9675000
West Sacramento,38.5805556,-121.5291667
Westlake Village,34.1458333,-118.8047222
Westminster,33.7591667,-118.0058333
Westmont,33.9413889,-118.3013889
Whittier,33.9791667,-118.0319444
Wildomar,33.5988889,-117.2791667
Willowbrook,33.9169444,-118.2541667
Windsor,38.5472222,-122.8152778
Woodland,38.6786111,-121.7722222
Yorba Linda,33.8886111,-117.8122222
Yuba City,39.1405556,-121.6158333
Yucaipa,34.0336111,-117.0422222
Yucca Valley,34.1141667,-116.4313889
Alamosa,37.4694444,-105.8694444
Applewood,39.7472222,-105.1622222
Arvada,39.8027778,-105.0869444
Aurora,39.7294444,-104.8313889
Black Forest,39.0130556,-104.7002778
Boulder,40.0150000,-105.2700000
Brighton,39.9852778,-104.8200000
Broomfield,39.9205556,-105.0861111
Canon City,38.4000000,-105.2166667
Castle Rock,39.3722222,-104.8555556
Castlewood,39.5847222,-104.9005556
Centennial,39.5791667,-104.8763889
Cimarron Hills,38.8586111,-104.6983333
Clifton,39.0919444,-108.4483333
Colorado Springs,38.8338889,-104.8208333
Columbine,39.5877778,-105.0688889
Commerce City,39.8083333,-104.9333333
Cortez,37.3488889,-108.5852778
Craig,40.5152778,-107.5458333
Denver,39.7391667,-104.9841667
Durango,37.2752778,-107.8794444
Englewood,39.6477778,-104.9872222
Erie,40.0502778,-105.0494444
Evans,40.3763889,-104.6916667
Federal Heights,39.8513889,-104.9980556
Fort Carson,38.7375000,-104.7883333
Fort Collins,40.5852778,-105.0838889
Fort Morgan,40.2502778,-103.7994444
Fountain,38.6822222,-104.7002778
Glenwood Springs,39.5505556,-107.3241667
Golden,39.7555556,-105.2205556
Grand Junction,39.0638889,-108.5500000
Greeley,40.4233333,-104.7086111
Greenwood Village,39.6172222,-104.9502778
Highlands Ranch,39.5538889,-104.9688889
Ken Caryl,39.5758333,-105.1116667
Lafayette,39.9936111,-105.0891667
Lakewood,39.7047222,-105.0808333
Lamar,38.0872222,-102.6202778
Littleton,39.6133333,-105.0161111
Longmont,40.1672222,-105.1013889
Louisville,39.9777778,-105.1313889
Loveland,40.3977778,-105.0744444
Montrose,38.4783333,-107.8755556
Northglenn,39.8855556,-104.9866667
Parker,39.5186111,-104.7608333
Pueblo,38.2544444,-104.6086111
Redlands,39.0788889,-108.6350000
Sherrelwood,39.8377778,-105.0008333
Southglenn,39.5872222,-104.9522222
Steamboat Springs,40.4850000,-106.8311111
Sterling,40.6255556,-103.2072222
Superior,39.9527778,-105.1680556
Thornton,39.8680556,-104.9713889
Trinidad,37.1694444,-104.5000000
Welby,39.8366667,-104.9586111
Westminster,39.8366667,-105.0366667
Wheat Ridge,39.7661111,-105.0766667
Windsor,40.4775000,-104.9008333
Ansonia,41.3461111,-73.0794444
Branford,41.2794444,-72.8155556
Bridgeport,41.1669444,-73.2052778
Bristol,41.6716667,-72.9497222
Cheshire,41.4988889,-72.9011111
Clinton,41.2786111,-72.5280556
Colchester,41.5755556,-72.3325000
Coventry,41.7700000,-72.3055556
Cromwell,41.5950000,-72.6458333
Danbury,41.3947222,-73.4544444
Darien,41.0786111,-73.4697222
Derby,41.3205556,-73.0894444
East Haddam,41.4530556,-72.4616667
East Hampton,41.5758333,-72.5030556
East Hartford,41.7822222,-72.6125000
East Haven,41.2761111,-72.8688889
Ellington,41.9038889,-72.4702778
Fairfield,41.1411111,-73.2641667
Greenwich,41.0263889,-73.6288889
Groton,41.3500000,-72.0788889
Guilford,41.2888889,-72.6822222
Hamden,41.3958333,-72.8972222
Hartford,41.7636111,-72.6855556
Hebron,41.6577778,-72.3663889
Litchfield,41.7472222,-73.1891667
Madison,41.2794444,-72.5988889
Meriden,41.5380556,-72.8075000
Middletown,41.5622222,-72.6511111
Milford,41.2222222,-73.0569444
Naugatuck,41.4858333,-73.0511111
New Britain,41.6611111,-72.7800000
New Haven,41.3080556,-72.9286111
New London,41.3555556,-72.1000000
New Milford,41.5769444,-73.4088889
Newington,41.6977778,-72.7241667
North Branford,41.3275000,-72.7677778
North Haven,41.3908333,-72.8600000
Norwalk,41.1175000,-73.4083333
Norwich,41.5241667,-72.0763889
Old Saybrook,41.2916667,-72.3766667
Orange,41.2783333,-73.0261111
Oxford,41.4338889,-73.1172222
Plainfield,41.6763889,-71.9155556
Plymouth,41.6719444,-73.0533333
Portland,41.5727778,-72.6411111
Prospect,41.5022222,-72.9791667
Putnam,41.9150000,-71.9094444
Seymour,41.3966667,-73.0763889
Shelton,41.3163889,-73.0936111
Somers,41.9852778,-72.4466667
Southbury,41.4813889,-73.2136111
Stafford,41.9847222,-72.2894444
Stamford,41.0533333,-73.5391667
Stonington,41.3358333,-71.9063889
Storrs,41.8083333,-72.2500000
Stratford,41.1844444,-73.1336111
Thompson,41.9586111,-71.8630556
Tolland,41.8713889,-72.3691667
Torrington,41.8005556,-73.1216667
Trumbull,41.2427778,-73.2011111
Vernon,41.8186111,-72.4800000
Waterbury,41.5580556,-73.0519444
Watertown,41.6061111,-73.1186111
West Hartford,41.7619444,-72.7425000
West Haven,41.2705556,-72.9475000
Westport,41.1413889,-73.3583333
Wethersfield,41.7141667,-72.6530556
Willimantic,41.7105556,-72.2086111
Windham,41.6997222,-72.1575000
